"Confidence"	"Date"	"geogcode"	"variable"	"value type"	"value"	"flag"
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF2+ - aged 16-64"	"Numerator"	161600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF2+ - aged 16-64"	"Denominator"	180100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF2+ - aged 16-64"	"Percent"	89.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF2+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF1+ - aged 16-64"	"Numerator"	163100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF1+ - aged 16-64"	"Denominator"	180100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF1+ - aged 16-64"	"Percent"	90.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000018"	"% with RQF1+ - aged 16-64"	"Conf"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% aged 16-64 who are self employed"	"Numerator"	23800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% aged 16-64 who are self employed"	"Denominator"	183000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% aged 16-64 who are self employed"	"Percent"	13.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% aged 16-64 who are self employed"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"Unemployment rate - aged 16-64"	"Numerator"	15300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"Unemployment rate - aged 16-64"	"Denominator"	155200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"Unemployment rate - aged 16-64"	"Percent"	9.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"Unemployment rate - aged 16-64"	"Conf"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF4+ - aged 16-64"	"Numerator"	142300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF4+ - aged 16-64"	"Denominator"	181000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF4+ - aged 16-64"	"Percent"	78.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF4+ - aged 16-64"	"Conf"	5.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF3+ - aged 16-64"	"Numerator"	156400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF3+ - aged 16-64"	"Denominator"	181000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF3+ - aged 16-64"	"Percent"	86.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF3+ - aged 16-64"	"Conf"	4.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF2+ - aged 16-64"	"Numerator"	164800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF2+ - aged 16-64"	"Denominator"	181000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF2+ - aged 16-64"	"Percent"	91.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF2+ - aged 16-64"	"Conf"	4.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF1+ - aged 16-64"	"Numerator"	167600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF1+ - aged 16-64"	"Denominator"	181000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF1+ - aged 16-64"	"Percent"	92.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000019"	"% with RQF1+ - aged 16-64"	"Conf"	3.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% aged 16-64 who are self employed"	"Numerator"	23100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% aged 16-64 who are self employed"	"Denominator"	105800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% aged 16-64 who are self employed"	"Percent"	21.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% aged 16-64 who are self employed"	"Conf"	6.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"Unemployment rate - aged 16-64"	"Numerator"	3800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"Unemployment rate - aged 16-64"	"Denominator"	70000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"Unemployment rate - aged 16-64"	"Percent"	5.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF4+ - aged 16-64"	"Numerator"	71200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF4+ - aged 16-64"	"Denominator"	105400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF4+ - aged 16-64"	"Percent"	67.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF4+ - aged 16-64"	"Conf"	7.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF3+ - aged 16-64"	"Numerator"	87400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF3+ - aged 16-64"	"Denominator"	105400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF3+ - aged 16-64"	"Percent"	83.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF3+ - aged 16-64"	"Conf"	5.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF2+ - aged 16-64"	"Numerator"	95100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF2+ - aged 16-64"	"Denominator"	105400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF2+ - aged 16-64"	"Percent"	90.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF2+ - aged 16-64"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF1+ - aged 16-64"	"Numerator"	97500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF1+ - aged 16-64"	"Denominator"	105400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF1+ - aged 16-64"	"Percent"	92.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000020"	"% with RQF1+ - aged 16-64"	"Conf"	4.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% aged 16-64 who are self employed"	"Numerator"	16100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% aged 16-64 who are self employed"	"Denominator"	121500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% aged 16-64 who are self employed"	"Percent"	13.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% aged 16-64 who are self employed"	"Conf"	4.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"Unemployment rate - aged 16-64"	"Numerator"	4000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"Unemployment rate - aged 16-64"	"Denominator"	103600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"Unemployment rate - aged 16-64"	"Percent"	3.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF4+ - aged 16-64"	"Numerator"	70500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF4+ - aged 16-64"	"Denominator"	118300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF4+ - aged 16-64"	"Percent"	59.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF4+ - aged 16-64"	"Conf"	6.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF3+ - aged 16-64"	"Numerator"	88500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF3+ - aged 16-64"	"Denominator"	118300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF3+ - aged 16-64"	"Percent"	74.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF3+ - aged 16-64"	"Conf"	5.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF2+ - aged 16-64"	"Numerator"	103800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF2+ - aged 16-64"	"Denominator"	118300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF2+ - aged 16-64"	"Percent"	87.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF2+ - aged 16-64"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF1+ - aged 16-64"	"Numerator"	105200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF1+ - aged 16-64"	"Denominator"	118300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF1+ - aged 16-64"	"Percent"	89.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000021"	"% with RQF1+ - aged 16-64"	"Conf"	4.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% aged 16-64 who are self employed"	"Numerator"	33300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% aged 16-64 who are self employed"	"Denominator"	246900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% aged 16-64 who are self employed"	"Percent"	13.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% aged 16-64 who are self employed"	"Conf"	5.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"Unemployment rate - aged 16-64"	"Numerator"	18000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"Unemployment rate - aged 16-64"	"Denominator"	212800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"Unemployment rate - aged 16-64"	"Percent"	8.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"Unemployment rate - aged 16-64"	"Conf"	4.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF4+ - aged 16-64"	"Numerator"	189100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF4+ - aged 16-64"	"Denominator"	241100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF4+ - aged 16-64"	"Percent"	78.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF4+ - aged 16-64"	"Conf"	6.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF3+ - aged 16-64"	"Numerator"	210500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF3+ - aged 16-64"	"Denominator"	241100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF3+ - aged 16-64"	"Percent"	87.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF3+ - aged 16-64"	"Conf"	5.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF2+ - aged 16-64"	"Numerator"	221000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF2+ - aged 16-64"	"Denominator"	241100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF2+ - aged 16-64"	"Percent"	91.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF2+ - aged 16-64"	"Conf"	4.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF1+ - aged 16-64"	"Numerator"	224100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF1+ - aged 16-64"	"Denominator"	241100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF1+ - aged 16-64"	"Percent"	93.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000022"	"% with RQF1+ - aged 16-64"	"Conf"	3.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% aged 16-64 who are self employed"	"Numerator"	33100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% aged 16-64 who are self employed"	"Denominator"	221700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% aged 16-64 who are self employed"	"Percent"	14.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% aged 16-64 who are self employed"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"Unemployment rate - aged 16-64"	"Numerator"	9800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"Unemployment rate - aged 16-64"	"Denominator"	180100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"Unemployment rate - aged 16-64"	"Percent"	5.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF4+ - aged 16-64"	"Numerator"	141900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF4+ - aged 16-64"	"Denominator"	221700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF4+ - aged 16-64"	"Percent"	64.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF4+ - aged 16-64"	"Conf"	6.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF3+ - aged 16-64"	"Numerator"	164800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF3+ - aged 16-64"	"Denominator"	221700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF3+ - aged 16-64"	"Percent"	74.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF3+ - aged 16-64"	"Conf"	5.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF2+ - aged 16-64"	"Numerator"	193900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF2+ - aged 16-64"	"Denominator"	221700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF2+ - aged 16-64"	"Percent"	87.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF2+ - aged 16-64"	"Conf"	4.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF1+ - aged 16-64"	"Numerator"	196100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF1+ - aged 16-64"	"Denominator"	221700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF1+ - aged 16-64"	"Percent"	88.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000023"	"% with RQF1+ - aged 16-64"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% aged 16-64 who are self employed"	"Numerator"	18700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% aged 16-64 who are self employed"	"Denominator"	143900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% aged 16-64 who are self employed"	"Percent"	13.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% aged 16-64 who are self employed"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"Unemployment rate - aged 16-64"	"Numerator"	#	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"Unemployment rate - aged 16-64"	"Denominator"	122700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"Unemployment rate - aged 16-64"	"Percent"	1.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF4+ - aged 16-64"	"Numerator"	92900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF4+ - aged 16-64"	"Denominator"	142900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF4+ - aged 16-64"	"Percent"	65.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF4+ - aged 16-64"	"Conf"	6.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF3+ - aged 16-64"	"Numerator"	111600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF3+ - aged 16-64"	"Denominator"	142900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF3+ - aged 16-64"	"Percent"	78.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF3+ - aged 16-64"	"Conf"	5.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF2+ - aged 16-64"	"Numerator"	122300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF2+ - aged 16-64"	"Denominator"	142900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF2+ - aged 16-64"	"Percent"	85.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF2+ - aged 16-64"	"Conf"	4.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF1+ - aged 16-64"	"Numerator"	123300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF1+ - aged 16-64"	"Denominator"	142900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E09000024"	"% with RQF1+ - aged 16-64"	"Percent"	86.3	""
