"Population"	"Units"	"Date"	"geogcode"	"Industry (current)"	"value type"	"value"	"flag"
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"A: Agriculture, Forestry and fishing"	"%"	1.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"B: Mining and quarrying"	"number"	49	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"C: Manufacturing"	"number"	6735	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"C: Manufacturing"	"%"	8.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"D: Electricity, gas, steam and air conditioning supply"	"number"	211	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	343	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"F: Construction"	"number"	5882	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"F: Construction"	"%"	7.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	8432	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	10.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"H: Transport and storage"	"number"	2125	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"H: Transport and storage"	"%"	2.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"I: Accommodation and food service activities"	"number"	2747	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"I: Accommodation and food service activities"	"%"	3.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"J: Information and communication"	"number"	7224	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"J: Information and communication"	"%"	8.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"K: Financial and insurance activities"	"number"	1648	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"K: Financial and insurance activities"	"%"	2.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"L: Real estate activities"	"number"	1095	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"L: Real estate activities"	"%"	1.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"M: Professional, scientific and technical activities"	"number"	9933	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"M: Professional, scientific and technical activities"	"%"	12.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"N: Administrative and support service activities"	"number"	3504	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"N: Administrative and support service activities"	"%"	4.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"O: Public administration and defence; compulsory social security"	"number"	3053	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"O: Public administration and defence; compulsory social security"	"%"	3.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"P: Education"	"number"	13102	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"P: Education"	"%"	15.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"Q: Human health and social work activities"	"number"	11677	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"Q: Human health and social work activities"	"%"	14.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"R, S, T, U Other"	"number"	3493	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000012"	"R, S, T, U Other"	"%"	4.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	89003	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"A: Agriculture, Forestry and fishing"	"number"	289	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"A: Agriculture, Forestry and fishing"	"%"	0.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"B: Mining and quarrying"	"number"	54	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"C: Manufacturing"	"number"	5362	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"C: Manufacturing"	"%"	6.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"D: Electricity, gas, steam and air conditioning supply"	"number"	339	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	770	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"F: Construction"	"number"	11277	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"F: Construction"	"%"	12.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	13404	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	15.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"H: Transport and storage"	"number"	5698	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"H: Transport and storage"	"%"	6.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000066"	"I: Accommodation and food service activities"	"number"	3249	""
